Age,Workclass,fnlwgt,Education_num,Marital_status,Occupation,Relationship,Race,Gender,Capital_gain,Capital_loss,Hours_per_week,Native_country,Income
0.9,4,0.253814,9,3,12,4,4,0,0,0,0.625,39,0
0.7,4,0.312956,9,4,3,3,2,1,0,0,1,39,0
1.133333333,4,0.483777,9,4,6,1,2,1,0,0,1,39,0
0.6,4,0.18393,9,4,8,3,4,1,0,0,0.3,39,0
1.1,4,0.037274,13,2,10,0,4,1,0,0,1.625,39,0
1.466666667,2,0.181344,10,2,4,0,2,1,0,0,0.95,39,1
1.433333333,4,0.11458,10,0,1,1,4,0,0,0,1,39,0
1,4,0.633742,10,4,3,1,2,1,0,0,1.125,39,0
1.333333333,4,0.28637,4,2,7,0,4,1,0,0,1,26,1
1.233333333,1,0.029054,10,2,1,0,4,1,0,0,1.05,39,1
1.133333333,4,0.30403,9,2,1,0,2,1,0,0,1,39,0
1.366666667,6,0.143129,13,0,4,1,4,0,0,0,1,39,0
1.766666667,0,0.135105,13,0,0,1,4,0,0,0,1.25,39,0
1.033333333,4,0.099928,14,2,10,5,4,0,0,0,1.25,39,0
1.933333333,7,0.109567,16,2,10,0,4,1,0,0,0.025,39,1
1.266666667,4,0.155222,10,0,7,1,2,0,0,0,0.7,39,0
0.8,4,0.159567,10,2,7,0,4,1,0,0,1,39,0
1.366666667,2,0.52391,13,2,3,0,2,1,0,0,1,39,0
1.566666667,4,0.120939,10,2,13,0,4,1,0,0,1.125,39,0
1.366666667,1,0.13076,13,2,13,0,4,1,0,0,0.6,39,0
0.766666667,4,0.197387,3,2,14,2,4,1,0,0,1,26,0
1.2,4,0.099374,10,0,3,1,4,1,0,0,1,39,0
1.333333333,1,0.056795,14,4,4,1,4,0,1.4084,0,1.375,39,1
1.166666667,4,0.138992,14,2,10,2,4,1,0.7298,0,1,39,1
0.8,6,0.032921,9,4,12,1,4,1,0,0,1,39,0
0.866666667,4,0.397317,14,4,10,1,4,0,0,0.1876,1,39,0
0.633333333,0,0.170653,9,4,0,3,4,1,0,0,1,22,0
1.7,4,0.259323,13,2,4,0,4,1,0,0,1.25,39,1
1.4,2,0.254817,10,4,10,1,4,0,0,0.134,1,39,0
1.233333333,7,0.048211,9,0,1,4,4,0,0,0,0.875,39,0
0.6,4,0.140164,7,4,12,3,4,0,0,0,1,39,0
1.2,4,0.128757,13,2,8,0,2,1,0.7298,0,0.9,39,1
1.166666667,4,0.03627,9,0,3,1,4,1,0,0,1.5,39,0
1.933333333,5,0.210563,9,2,12,5,4,0,1.5024,0,0.875,39,1
0.566666667,4,0.065368,7,4,12,3,4,0,0,0,0.3,39,0
1.466666667,2,0.160943,9,2,14,0,2,1,0,0,1,39,0
1.233333333,4,0.208358,9,2,3,0,4,1,0,0,1,39,1
1.166666667,4,0.15379,10,4,12,1,0,0,0,0,1,39,0
2,4,0.085815,9,2,3,0,1,1,0,0,1,39,0
1.8,5,0.125417,4,2,7,0,4,1,0,0,1,39,1
1.233333333,4,0.635913,13,4,4,1,2,1,0,0,1.5,39,1
1.666666667,4,0.313321,12,0,12,1,4,0,0,0,1,39,0
1.266666667,4,0.182609,13,2,12,0,4,1,0,0,1.25,31,0
1.5,4,0.109434,13,2,10,0,4,1,0,0,1.375,39,0
0.833333333,4,0.255004,6,4,3,1,4,1,0,0,1,39,0
1.033333333,4,0.19786,10,2,6,0,4,1,0,0,1,39,0
2.133333333,0,0.187656,2,0,0,1,4,1,0,0,1,39,0
3,4,0.051744,9,4,8,1,2,1,0,0.2206,1,39,0
1.8,4,0.176681,9,2,1,0,2,1,0,0,0.5,39,0
1.766666667,2,0.140359,1,4,7,1,4,0,0,0,0.875,39,0
0.6,4,0.243313,9,4,12,3,4,0,0,0,1,39,0
2,0,0.024215,6,0,0,1,0,0,0,0,0.25,39,0
2.2,6,0.167687,9,2,5,0,4,1,0.1409,0,1.25,39,0
2.5,4,0.314209,11,6,1,1,4,0,0,0,0.5,4,0
2.166666667,4,0.176796,9,0,1,1,4,0,0,0,1,39,0
1.166666667,4,0.538583,7,5,14,1,2,1,0.3674,0,1,39,0
1.366666667,4,0.130408,9,0,12,4,2,0,0,0,0.95,39,0
0.833333333,4,0.159732,10,4,1,1,4,1,0,0,1.05,39,0
1.1,4,0.110978,10,0,3,2,3,0,0,0,1,39,0
0.933333333,4,0.076714,15,4,10,1,4,1,0,0,1.375,39,1
1.966666667,7,0.2687,9,2,8,0,4,1,0,0,1,39,0
1.333333333,7,0.170525,10,4,1,1,4,0,0,0,0.95,39,0
1.366666667,4,0.180138,13,2,4,0,4,1,0,0,1.25,20,1
1.266666667,2,0.115076,14,2,4,0,4,1,0,0,1.75,39,1
0.766666667,4,0.115458,9,4,14,3,4,1,0,0,1,39,0
1.333333333,4,0.34789,13,2,10,0,4,1,0,0,1,39,1
1.366666667,6,0.196001,9,2,8,5,4,0,0,0,0.5,39,0
0.8,7,0.273905,12,2,11,0,4,1,0,0,1.25,39,0
0.666666667,0,0.119156,10,4,0,3,4,1,0,0,0.5,39,0
1.266666667,4,0.179488,10,0,3,1,4,1,0,0.1741,1,39,0
1.866666667,4,0.20358,9,2,1,0,4,1,0,0,0.875,0,0
1.933333333,4,0.236596,9,2,1,0,4,1,0,0,1.125,39,1
1.066666667,4,0.183916,9,4,8,1,4,0,0,0,0.85,39,0
1.333333333,4,0.207578,12,2,13,0,4,1,0,0.1977,1.5,39,1
1.5,4,0.153141,9,2,1,0,4,1,0,0,1,0,0
1.366666667,4,0.112763,15,2,10,5,4,0,0,0,1,39,1
1.4,4,0.390781,13,2,1,5,2,0,0,0,1,39,0
1.966666667,2,0.171328,6,6,8,4,2,0,0,0,0.75,39,0
0.633333333,2,0.027382,10,4,1,3,4,1,0,0,1,39,0
1.933333333,4,0.259014,10,4,14,1,4,1,0,0,0.5,39,0
1.4,6,0.303044,9,2,5,0,1,1,0,0,1,1,1
0.666666667,4,0.117789,9,4,8,3,4,0,0,0,1,39,0
1.066666667,4,0.172579,9,5,8,1,4,0,0,0,0.75,39,0
1.5,4,0.187666,11,6,4,1,4,0,0,0,1.125,39,0
1.666666667,4,0.204518,4,0,3,1,4,1,0,0,1,39,0
1.2,4,0.150042,13,0,10,3,4,0,0,0,1,39,0
1.5,4,0.098092,9,2,12,0,4,1,0,0,1.5,39,0
0.566666667,4,0.245918,7,4,8,3,4,1,0,0,0.3,39,0
1.966666667,4,0.146013,10,2,12,0,4,1,0.4064,0,1,39,0
0.866666667,4,0.378322,7,2,3,0,4,1,0,0,1,39,0
1.233333333,5,0.257295,10,2,4,0,1,1,0,0,1.875,37,1
0.633333333,0,0.218956,10,4,0,3,4,1,0,0,0.6,2,0
2.133333333,4,0.021174,9,2,4,0,4,1,0,0,1,39,1
1.1,4,0.18548,13,4,10,1,4,0,0,0,1.125,39,0
1.1,4,0.222205,9,2,3,5,4,0,0,0,1,39,1
2.033333333,4,0.069867,9,2,4,0,4,1,0,0,1,39,1
0.566666667,4,0.19126,5,4,8,3,4,1,0.1055,0,0.6,39,0
1.666666667,6,0.030653,14,2,5,0,4,1,0.2407,0,2.45,39,0
0.9,2,0.209109,14,4,10,3,4,1,0,0,0.875,39,0
1,4,0.070377,9,0,10,3,4,0,0,0,1,39,0
1.433333333,4,0.477983,9,2,6,0,2,1,0,0,1,39,0
1.466666667,4,0.170924,10,2,3,0,4,1,0.7298,0,1,39,1
1.166666667,4,0.190174,10,4,4,1,4,0,0,0,1,39,0
0.833333333,4,0.193787,10,4,13,3,4,0,0,0,1,39,0
0.8,4,0.279472,10,2,7,5,4,0,0.7298,0,1.2,39,1
0.733333333,4,0.034918,13,4,10,1,4,0,0,0,0.375,11,0
1.4,2,0.097688,10,2,3,0,4,1,0.5178,0,1,39,1
1.133333333,4,0.175413,12,0,12,4,2,0,0,0,1.125,39,0
2,4,0.17396,13,0,10,1,4,0,0,0,1.05,39,0
0.7,4,0.205759,9,4,6,3,4,1,0,0,1,39,0
1.9,1,0.425161,14,2,12,0,4,1,1.5024,0,1,39,1
1.366666667,4,0.220531,15,2,10,0,4,1,0,0,1.5,39,1
1.666666667,4,0.176609,10,0,8,1,4,1,0,0,1.125,39,0
0.833333333,4,0.371987,13,4,4,1,4,0,0,0,1,39,0
1.666666667,4,0.193884,4,2,3,0,4,1,0,0,1,7,0
1.2,4,0.200352,13,2,10,0,4,1,0,0,1.125,39,0
1.033333333,4,0.127595,9,0,10,1,4,0,0,0,1,39,0
0.966666667,2,0.220419,13,4,11,1,4,1,0,0,1.4,39,0
0.7,4,0.231931,10,4,12,3,4,1,0,0,1.125,39,0
0.9,4,0.248402,13,4,13,4,2,0,0,0,1,39,0
2.166666667,4,0.111095,9,2,14,0,4,1,0,0,0.4,39,0
1.233333333,5,0.057424,13,0,12,1,4,0,0,0,1.5,39,0
1.3,0,0.157443,14,2,0,5,1,0,0.3464,0,1,0,0
0.8,4,0.27813,9,4,3,3,4,1,0,0,1,39,0
1.266666667,4,0.169469,9,0,12,1,4,1,0,0,2,39,0
1.6,4,0.146268,13,2,1,0,4,1,0.7688,0,1,39,1
0.7,4,0.153718,10,4,8,1,1,0,0,0,0.625,39,0
1.033333333,4,0.21746,9,2,14,0,4,1,0,0,1.125,39,1
1.833333333,4,0.238638,9,2,12,0,4,1,0.4386,0,1,39,1
0.8,4,0.303296,10,2,1,5,1,0,0,0,1,25,0
1.433333333,4,0.173321,9,0,1,1,4,0,0,0,1,39,0
0.866666667,4,0.193945,12,4,13,1,4,1,0,0,1.125,39,0
1.533333333,4,0.083082,12,4,10,1,4,0,0,0,0.825,39,0
1.166666667,4,0.193815,12,2,1,0,4,1,0,0,1,39,1
1.366666667,5,0.034987,10,2,5,0,4,1,0,0,1.35,39,1
0.866666667,4,0.059306,13,4,12,1,4,1,0,0,1,39,0
1.133333333,4,0.142897,14,2,4,0,1,1,0.7298,0,0.875,36,1
0.633333333,0,0.860348,10,4,0,3,2,0,0,0,0.625,39,0
1.2,6,0.205607,13,0,10,1,2,0,0,0,1,39,1
0.733333333,4,0.199698,10,4,12,3,4,1,0,0,0.375,39,0
0.8,4,0.191954,10,4,7,1,4,1,0,0,1,39,0
2.566666667,6,0.138714,10,2,12,0,4,1,0,0,1,39,0
0.733333333,4,0.399087,3,2,7,2,4,0,0,0,1,26,0
0.966666667,4,0.423158,10,4,13,1,4,0,0,0,1,39,0
2.066666667,4,0.159841,9,6,8,1,4,0,0,0,0.6,39,0
1.3,6,0.174308,9,2,4,0,4,1,0,0,1,39,0
1.433333333,4,0.050356,10,2,3,0,4,1,0,0.1485,1.25,39,0
1.166666667,4,0.18611,9,0,14,1,4,1,0,0,1.125,39,0
0.966666667,4,0.200381,7,4,4,1,4,0,0,0,1,39,0
2.533333333,6,0.174309,14,2,3,0,4,1,0,0,0.25,39,0
2.1,6,0.078383,9,2,5,0,4,1,0,0,1.125,39,0
0.766666667,0,0.211601,11,4,0,3,2,0,0,0,0.375,39,0
1.433333333,4,0.187728,10,2,10,5,4,0,0,0.1887,1.25,39,1
1.933333333,6,0.321171,9,2,6,0,4,1,0,0,1,39,0
2.2,4,0.127921,9,4,14,1,4,1,0.205,0,1.375,39,0
1.366666667,4,0.206565,10,4,3,1,2,1,0,0,1.125,39,0
0.866666667,4,0.224563,13,4,1,1,4,1,0,0,1,39,0
1.566666667,4,0.178686,11,4,8,1,4,1,0,0,1,39,0
1.833333333,2,0.098545,6,2,1,0,4,1,0,0,1,39,0
1.766666667,4,0.242606,9,2,14,0,4,1,0,0,1,39,0
0.566666667,4,0.270942,3,4,8,2,4,1,0,0,1.2,26,0
1,4,0.094235,9,4,3,2,4,1,0,0,1,39,0
1.633333333,4,0.071195,14,4,10,1,4,1,0,0,1.5,39,0
0.633333333,4,0.104112,9,4,12,4,2,1,0,0,0.75,14,0
1.5,4,0.261192,9,2,8,0,2,1,0,0,1,39,0
0.866666667,4,0.094936,12,4,12,1,4,1,0,0,1,39,0
1.266666667,4,0.296478,11,2,3,0,4,1,0.7298,0,1,39,1
1.2,7,0.119272,9,2,11,0,4,1,0.7298,0,1,39,1
1.1,4,0.085043,9,4,5,1,4,1,0,0,0.5,39,0
0.733333333,7,0.293364,10,4,11,3,2,0,0,0,1,39,0
1.433333333,6,0.241895,13,4,12,1,4,1,0,0,1.05,39,0
2.233333333,0,0.036135,7,2,0,0,4,1,0,0,0.2,39,0
1,0,0.151989,11,0,0,4,4,0,0,0,1,39,0
1.866666667,4,0.101128,12,3,8,1,4,1,0,0,0.625,20,0
1.033333333,4,0.156464,13,4,10,3,4,1,0,0,0.625,39,0
1.1,4,0.117963,13,2,4,0,4,1,0,0,1,39,1
0.866666667,4,0.192262,9,2,8,0,4,1,0,0,1,39,0
1.1,4,0.111363,13,2,4,0,4,1,0,0,1,39,1
1.533333333,2,0.329752,7,2,14,0,4,1,0,0,0.75,39,0
1.966666667,0,0.37202,13,2,0,0,4,1,0,0,1,39,1
1.266666667,1,0.095432,9,2,1,0,4,1,0,0,1,39,1
2.166666667,4,0.1614,7,6,8,4,3,1,0,0,1,39,0
1.333333333,4,0.096129,11,2,13,0,4,1,0,0,1,39,1
1.4,4,0.111949,9,2,1,5,4,0,0,0,0.875,39,0
0.866666667,6,0.117125,5,2,3,0,4,1,0,0,1,32,0
1.2,4,0.348022,6,2,8,5,4,0,0,0,0.6,39,0
2.066666667,4,0.270092,14,2,10,0,4,1,0,0,1,39,1
1.433333333,4,0.180609,13,2,14,0,4,1,0,0,1.125,39,0
1.433333333,4,0.174575,13,0,4,1,4,1,0,0.1564,1.125,39,1
0.733333333,4,0.410439,9,3,12,1,4,1,0,0,1.375,39,0
0.933333333,4,0.092262,9,2,3,0,4,1,0,0,1,39,0
1.866666667,6,0.183081,10,2,12,0,4,1,0,0,1.125,39,0
0.733333333,4,0.362589,12,4,12,1,4,0,0,0,0.375,39,0
1.9,4,0.212448,13,0,4,1,4,0,0,0,1.125,39,1
1.3,4,0.48106,9,0,12,4,4,0,0,0,1,39,0
0.866666667,1,0.185885,10,4,1,4,4,0,0,0,0.375,39,0
0.566666667,4,0.089821,7,4,8,3,4,1,0,0,0.25,39,0
1.333333333,7,0.184018,11,2,7,0,4,1,0,0,0.95,39,1
1.5,4,0.256649,9,2,7,0,2,1,0,0,1,39,0
1.466666667,4,0.160323,9,4,3,1,2,1,0,0,1,39,0
0.666666667,2,0.350845,10,4,1,3,4,0,0,0,0.25,39,0
1.1,4,0.267404,9,2,3,5,4,0,0,0,1,39,0
0.766666667,4,0.035633,10,4,12,1,4,1,0,0,1,39,0
1.533333333,6,0.080914,14,0,4,1,4,1,0,0,0.75,39,0
1.266666667,4,0.172927,9,2,12,0,4,1,0,0,1.25,39,0
1.8,4,0.174319,9,0,14,1,4,1,0,0,1,39,0
1.533333333,4,0.214955,3,0,3,1,4,0,0,0.2339,1.125,39,0
0.833333333,4,0.344991,10,2,3,0,4,1,0,0,1,39,0
1.533333333,4,0.108699,10,0,12,1,4,0,0,0,1,39,0
1.2,2,0.117312,10,2,14,5,4,0,0,0,1,39,0
0.766666667,4,0.396099,9,4,8,1,4,0,0,0,0.625,39,0
0.966666667,4,0.134152,9,5,7,1,4,1,0,0,1,39,0
1.466666667,4,0.162028,10,2,1,5,4,0,0,0.2415,0.15,39,1
